Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0142001805""","=""9780142001806""",0,3.92,Penguin Books,Paperback,374,2003,2001,,2016/04/05,to-read,to-read (#265),to-read,,,,,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny","Евгений Замятин, Clarence Brown","=""0140185852""","=""9780140185850""",0,3.96,Penguin Classics,Paperback,225,1993,1924,,2016/04/04,to-read,to-read (#264),to-read,,,,,,,0,,,,,
209525,The Purple Cloud (Frontiers of Imagination),M.P. Shiel,"Shiel, M.P.",John Clute,"=""0803292791""","=""9780803292796""",0,3.54,Bison Books,Paperback,296,2000,1901,,2016/04/04,to-read,to-read (#263),to-read,,,,,,,0,,,,,
1170158,The Earthsea Trilogy,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0140050930""","=""9780140050936""",0,4.24,Penguin Books Limited,Paperback,478,1979,1975,,2016/04/04,to-read,to-read (#262),to-read,,,,,,,0,,,,,
941731,The Death of Grass,John Christopher,"Christopher, John",,"=""0722122977""","=""9780722122976""",0,3.88,Sphere (London),Paperback,222,1982,1956,,2016/04/04,to-read,to-read (#261),to-read,,,,,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",0,4.01,Bantam Books,Paperback,470,2000,1992,,2016/04/04,to-read,to-read (#260),to-read,,,,,,,0,,,,,
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.08,Vintage Books,Paperback,204,1998,1971,,2016/04/04,to-read,to-read (#259),to-read,,,,,,,0,,,,,
166997,Stoner,John Edward Williams,"Williams, John Edward",John McGahern,"=""1590171993""","=""9781590171998""",0,4.26,NYRB Classics,Paperback,278,2006,1965,,2016/04/04,to-read,to-read (#258),to-read,,,,,,,0,,,,,
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""0679772871""","=""9780679772873""",0,4.13,Vintage,Paperback,706,1996,1924,,2016/04/04,to-read,to-read (#257),to-read,,,,,,,0,,,,,
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.65,Penguin Books,Paperback,307,1976,1955,,2016/04/04,to-read,to-read (#256),to-read,,,,,,,0,,,,,
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""0679728759""","=""9780679728757""",0,4.19,Vintage Books,Paperback,337,1992,1985,,2016/04/04,to-read,to-read (#255),to-read,,,,,,,0,,,,,
19106,The Nose,Nikolai Gogol,"Gogol, Nikolai",Kevin Hawkes,"=""0688104649""","=""9780688104641""",0,3.93,HarperCollins Publishers,Hardcover,31,1994,1836,,2016/04/04,,,read,,,,,,,0,,,,,
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2016/04/04,to-read,to-read (#254),to-read,,,,,,,0,,,,,
11650,American Pastoral (The American Trilogy #1),Philip Roth,"Roth, Philip",,"=""0099771810""","=""9780099771814""",0,3.92,Vintage,Paperback,432,1998,1997,,2016/04/04,to-read,to-read (#253),to-read,,,,,,,0,,,,,
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""067973225X""","=""9780679732259""",0,3.72,Vintage,Paperback,267,1991,1930,,2016/04/04,to-read,to-read (#252),to-read,,,,,,,0,,,,,
57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,"Ellroy, James",,"=""0099366711""","=""9780099366713""",0,4.20,Arrow,Paperback,496,1994,1990,,2016/04/04,to-read,to-read (#251),to-read,,,,,,,0,,,,,
25631481,Jeremy Hutchinson's Case Histories: From Lady Chatterley's Lover to Howard Marks,Thomas Grant,"Grant, Thomas",,"=""""","=""""",0,4.18,John Murray,Kindle Edition,432,2015,2015,,2016/04/04,to-read,to-read (#250),to-read,,,,,,,0,,,,,
12331767,High-Rise,J.G. Ballard,"Ballard, J.G.",,"=""0871404028""","=""9780871404022""",0,3.76,Liveright,Paperback,208,2012,1975,,2016/04/04,to-read,to-read (#249),to-read,,,,,,,0,,,,,
25912206,The Noise of Time,Julian Barnes,"Barnes, Julian",,"=""1910702609""","=""9781910702604""",0,3.74,Jonathan Cape,Hardcover,180,2016,2016,,2016/04/04,to-read,to-read (#248),to-read,,,,,,,0,,,,,
17800,"Dance Dance Dance (The Rat, #4)",Haruki Murakami,"Murakami, Haruki",,"=""0099448769""","=""9780099448761""",0,4.02,Vintage,Paperback,393,2002,1988,,2016/04/04,to-read,to-read (#247),to-read,,,,,,,0,,,,,
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",0,3.60,Kodansha International Ltd.,Paperback,130,1979,1979,,2016/04/04,to-read,to-read (#246),to-read,,,,,,,0,,,,,
591978,"Pinball, 1973 (The Rat, #2)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860127""","=""9784061860124""",0,3.61,Kodansha International Ltd.,Paperback,215,1980,1980,,2016/04/04,to-read,to-read (#245),to-read,,,,,,,0,,,,,
17799,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448572""","=""9780099448570""",0,3.87,Vintage,Paperback,190,2006,1992,,2016/04/04,to-read,to-read (#244),to-read,,,,,,,0,,,,,
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",0,3.94,Vintage,Paperback,353,2002,1982,,2016/04/04,to-read,to-read (#243),to-read,,,,,,,0,,,,,
11692,The Black Book,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""1400078652""","=""9781400078653""",0,3.87,Vintage,Paperback,466,2006,1990,,2016/04/04,to-read,to-read (#242),to-read,,,,,,,0,,,,,
2517,My Name is Red,Orhan Pamuk,"Pamuk, Orhan",Erdağ M. Göknar,"=""0375706852""","=""9780375706851""",0,3.81,Vintage,Paperback,417,2002,1998,,2016/04/04,to-read,to-read (#241),to-read,,,,,,,0,,,,,
28920,A Pale View of Hills,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225373""","=""9780571225378""",0,3.69,Faber and Faber,Paperback,183,2005,1982,,2016/03/25,to-read,to-read (#240),to-read,,,,,,,0,,,,,
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,3.98,Vintage,Paperback,337,2004,1977,,2016/03/25,to-read,to-read (#239),to-read,,,,,,,0,,,,,
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.83,Penguin Books,Paperback,220,2005,1999,,2016/03/25,to-read,to-read (#238),to-read,,,,,,,0,,,,,
24994837,La Fin des temps,Haruki Murakami,"Murakami, Haruki",,"=""2757837052""","=""9782757837054""",0,4.15,Seuil,Mass Market Paperback,629,1992,1985,,2016/03/21,to-read,to-read (#237),to-read,,,,,,,0,,,,,
27821516,L'Étrange Bibliothèque,Haruki Murakami,"Murakami, Haruki","Kat Menschik, Hélène Morita","=""2714459552""","=""9782714459558""",0,3.56,Belfond,Paperback,72,2015,2005,,2016/03/21,to-read,to-read (#236),to-read,,,,,,,0,,,,,
589979,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,"Feist, Raymond E.",Janny Wurts,"=""055327211X""","=""9780553272116""",0,4.22,Spectra,Mass Market Paperback,421,1988,1987,,2016/03/21,to-read,to-read (#235),to-read,,,,,,,0,,,,,
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",0,4.17,Bantam Spectra,Mass Market Paperback,485,1994,1982,,2016/03/21,to-read,to-read (#234),to-read,,,,,,,0,,,,,
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",0,3.91,Basic Books,Hardcover,436,2007,2007,,2016/03/21,to-read,to-read (#233),to-read,,,,,,,0,,,,,
26352722,Que Ma Joie Demeure,Jean Giono,"Giono, Jean",,"=""2246123798""","=""9782246123798""",0,5.00,Grasset,ebook,490,2011,2011,,2016/03/09,to-read,to-read (#232),to-read,,,,,,,0,,,,,
1514057,Un roi sans divertissement,Jean Giono,"Giono, Jean",,"=""2070362205""","=""9782070362202""",0,3.66,Editions Gallimard,Mass Market Paperback,244,2004,1947,,2016/03/09,to-read,to-read (#231),to-read,,,,,,,0,,,,,
2939995,Two Riders of the Storm,Jean Giono,"Giono, Jean",Alan Brown,"=""0720611598""","=""9780720611595""",0,3.50,Peter Owen Publishers,Paperback,200,2002,1972,,2016/03/09,to-read,to-read (#230),to-read,,,,,,,0,,,,,
120461,Oscar et la dame rose,Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel",,"=""2226135022""","=""9782226135025""",0,4.18,Albin Michel,Paperback,100,2002,1996,,2016/03/05,to-read,to-read (#229),to-read,,,,,,,0,,,,,
59149,Beware of Pity,Stefan Zweig,"Zweig, Stefan","Phyllis Blewitt, Trevor Blewitt","=""1590172000""","=""9781590172001""",0,4.19,NYRB Classics,Paperback,353,2006,1939,,2016/03/05,to-read,to-read (#228),to-read,,,,,,,0,,,,,
629429,The World of Yesterday,Stefan Zweig,"Zweig, Stefan",Harry Zohn,"=""0803252242""","=""9780803252240""",0,4.41,University of Nebraska Press,Paperback,461,1964,1942,,2016/03/05,,,read,,,,,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",5,4.17,Hodder & Stoughton,Paperback,604,2006,1965,2016/03/05,2016/02/11,,,read,,,,,,,0,,,,,
376561,Invitation to a Beheading,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679725318""","=""9780679725312""",0,3.94,Vintage,Paperback,223,1989,1936,,2016/02/11,to-read,to-read (#227),to-read,,,,,,,0,,,,,
304217,Viriconium,M. John Harrison,"Harrison, M. John",Neil Gaiman,"=""0553383159""","=""9780553383157""",0,3.76,Spectra,Paperback,462,2005,2000,,2016/02/11,to-read,to-read (#226),to-read,,,,,,,0,,,,,
6493321,Logicomix: An epic search for truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna","=""1596914521""","=""9781596914520""",0,3.99,Bloomsbury (NYC),Paperback,352,2009,2009,,2016/01/19,,,read,,,,,,,0,,,,,
15195,"The Complete Maus (Maus, #1-2)",Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.51,Penguin Books,Paperback,296,2003,1986,,2016/01/18,,,read,,,,,,,0,,,,,
7628,The Good Soldier,Ford Madox Ford,"Ford, Ford Madox","Kenneth Womack, William Baker","=""1551113813""","=""9781551113814""",3,3.72,Broadview Press,Paperback,368,2003,1915,2016/01/18,2016/01/18,,,read,,,,,,,0,,,,,
13314298,"死神永生 (三体, #3)",Liu Cixin,"Cixin, Liu",刘慈欣,"=""7229030935""","=""9787229030933""",0,4.57,重庆出版社,Paperback,513,2010,2010,,2016/01/09,to-read,to-read (#225),to-read,,,,,,,0,,,,,
23168817,The Dark Forest,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""076537708X""","=""9780765377081""",0,4.40,Tor Books,Hardcover,512,2015,2008,,2016/01/09,to-read,to-read (#224),to-read,,,,,,,0,,,,,
736394,The Keep,Jennifer Egan,"Egan, Jennifer",,"=""1400079748""","=""9781400079742""",0,3.42,Anchor,Paperback,255,2007,2006,,2016/01/08,to-read,to-read (#223),to-read,,,,,,,0,,,,,
25739005,Beginners,Raymond Carver,"Carver, Raymond",,"=""0307947920""","=""9780307947925""",0,4.18,Vintage,Paperback,240,2015,1986,,2016/01/05,to-read,to-read (#222),to-read,,,,,,,0,,,,,
17939324,The Sound and the Fury,William Faulkner,"Faulkner, William",Michael Gorra,"=""0393912698""","=""9780393912692""",0,3.85,W. W. Norton & Company,Paperback,528,2014,1929,,2016/01/05,to-read,to-read (#221),to-read,,,,,,,0,,,,,
13480960,The Stranger,Albert Camus,"Camus, Albert",Matthew Ward,"=""0679720200""","=""9780679720201""",0,3.94,Vintage International,Paperback,123,1989,1942,,2016/01/05,to-read,to-read (#220),to-read,,,,,,,0,,,,,
18655998,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055441""","=""9780316055444""",0,3.86,Back Bay Books,Paperback,771,2015,2013,,2016/01/05,to-read,to-read (#219),to-read,,,,,,,0,,,,,
9691607,Room,Emma Donoghue,"Donoghue, Emma",,"=""0316098329""","=""9780316098328""",0,3.99,Back Bay Books,Paperback,321,2011,2010,,2016/01/05,to-read,to-read (#218),to-read,,,,,,,0,,,,,
17165596,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.23,Riverhead Books,Paperback,371,2013,2003,,2016/01/05,to-read,to-read (#217),to-read,,,,,,,0,,,,,
12292211,The Girl Who Played with Fire,Stieg Larsson,"Larsson, Stieg",,"=""0307949508""","=""9780307949509""",0,4.21,"Vintage Books, a division of Random House, Inc., New York",Mass Market Paperback,724,2011,2006,,2016/01/05,to-read,to-read (#215),to-read,,,,,,,0,,,,,
7171913,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest","Patrick Hemingway, Seán Hemingway","=""143918271X""","=""9781439182710""",0,4.03,Scribner,Paperback,236,2010,1964,,2016/01/05,to-read,to-read (#216),to-read,,,,,,,0,,,,,
12844328,Girl Who Kicked The Hornet's Nest,Stieg Larsson,"Larsson, Stieg",,"=""0307742539""","=""9780307742537""",0,4.19,"Vintage Crime, Random House",Paperback,820,2012,2007,,2016/01/05,to-read,to-read (#214),to-read,,,,,,,0,,,,,
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",0,3.92,Barnes & Noble Classics,Paperback,305,2004,1920,,2016/01/05,to-read,to-read (#213),to-read,,,,,,,0,,,,,
2544454,Siddhartha,Hermann Hesse,"Hesse, Hermann","Robert A.F. Thurman, Rika Lesser","=""1593083793""","=""9781593083793""",0,3.97,Barnes & Noble Classics,Paperback,160,2007,1922,,2016/01/05,to-read,to-read (#212),to-read,,,,,,,0,,,,,
51533,Sons and Lovers,D.H. Lawrence,"Lawrence, D.H.",Victoria Blake,"=""1593080131""","=""9781593080136""",0,3.60,Barnes & Noble Classics,Paperback,512,2003,1913,,2016/01/05,to-read,to-read (#211),to-read,,,,,,,0,,,,,
19090,Middlemarch,George Eliot,"Eliot, George","Megan McDaniel, Lynne Sharon Schwartz, Lynn Sharon Schwartz","=""1593080239""","=""9781593080235""",0,3.91,Barnes & Noble Classics,Paperback,848,2003,1872,,2016/01/05,to-read,to-read (#210),to-read,,,,,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.17,Knopf,Paperback,607,1997,1994,,2015/12/13,to-read,to-read (#209),to-read,,,,,,,0,,,,,
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",5,3.86,Knopf,Hardcover,925,2011,2010,,2015/12/13,,,read,,,,,,,0,,,,,
26870956,Proust: The Search (Jewish Lives),Benjamin Taylor,"Taylor, Benjamin",,"=""""","=""""",0,3.88,Yale University Press,Kindle Edition,224,2015,2015,,2015/12/08,to-read,to-read (#207),to-read,,,,,,,0,,,,,
24611937,"Strangers Drowning: Grappling with Impossible Idealism, Drastic Choices, and the Overpowering Urge to Help",Larissa MacFarquhar,"MacFarquhar, Larissa",,"=""1594204330""","=""9781594204333""",0,3.99,Penguin Press,Hardcover,400,2015,2015,,2015/12/08,to-read,to-read (#206),to-read,,,,,,,0,,,,,
497499,The Door,Magda Szabó,"Szabó, Magda",Len Rix,"=""1843431939""","=""9781843431930""",0,4.11,Harvill Press,Hardcover,272,2005,1987,,2015/12/04,to-read,to-read (#205),to-read,,,,,,,0,,,,,
22929586,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,"Berlin, Lucia","Stephen Emerson, Lydia Davis","=""0374202397""","=""9780374202392""",0,4.18,"Farrar, Straus and Giroux",Hardcover,432,2015,2015,,2015/12/04,to-read,to-read (#204),to-read,,,,,,,0,,,,,
21400742,Outline,Rachel Cusk,"Cusk, Rachel",,"=""0571233627""","=""9780571233625""",0,3.41,Faber & Faber,Hardcover,249,2014,2014,,2015/12/04,to-read,to-read (#203),to-read,,,,,,,0,,,,,
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.84,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2015/12/04,to-read,to-read (#202),to-read,,,,,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2015/12/04,to-read,to-read (#201),to-read,,,,,,,0,,,,,
18803640,H is for Hawk,Helen Macdonald,"Macdonald, Helen",,"=""0224097008""","=""9780224097000""",0,3.79,Jonathan Cape,Hardcover,320,2014,2015,,2015/12/04,to-read,to-read (#200),to-read,,,,,,,0,,,,,
22237163,One of Us: Anders Breivik and the Massacre in Norway,Åsne Seierstad,"Seierstad, Åsne",Sarah Death,"=""0374277893""","=""9780374277895""",0,4.25,"Farrar, Straus and Giroux",Hardcover,530,2015,2015,,2015/12/04,to-read,to-read (#199),to-read,,,,,,,0,,,,,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,822,1999,1979,,2015/11/29,to-read,to-read (#198),to-read,,,,,,,0,,,,,
910863,"Spin (Spin, #1)",Robert Charles Wilson,"Wilson, Robert Charles",,"=""076534825X""","=""9780765348258""",0,4.00,Tor Science Fiction,Mass Market Paperback,458,2006,2005,,2015/11/26,to-read,to-read (#197),to-read,,,,,,,0,,,,,
6506307,"Blackout (All Clear, #1)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",0,3.82,Spectra Books,Hardcover,512,2010,2010,,2015/11/26,to-read,to-read (#196),to-read,,,,,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",0,3.82,Tor Books,Hardcover,320,2012,2012,,2015/11/26,to-read,to-read (#195),to-read,,,,,,,0,,,,,
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.96,Orbit,Paperback,386,2013,2013,,2015/11/26,to-read,to-read (#194),to-read,,,,,,,0,,,,,
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",0,3.99,HarperCollins HarperTorch,Mass Market Paperback,384,2006,2005,,2015/11/26,to-read,to-read (#193),to-read,,,,,,,0,,,,,
4407,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""0747263744""","=""9780747263746""",0,4.10,Headline Review,Paperback,635,2005,2001,,2015/11/26,to-read,to-read (#192),to-read,,,,,,,0,,,,,
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",0,3.91,Del Rey,Hardcover,312,2009,2009,,2015/11/26,to-read,to-read (#191),to-read,,,,,,,0,,,,,
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",0,3.60,Del Rey,Hardcover,509,2010,2010,,2015/11/26,to-read,to-read (#190),to-read,,,,,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,3.98,William Morrow Books,Hardcover,178,2013,2013,,2015/11/26,to-read,to-read (#189),to-read,,,,,,,0,,,,,
17910048,The Goblin Emperor,Katherine Addison,"Addison, Katherine",,"=""076532699X""","=""9780765326997""",0,4.06,Tor Books,Hardcover,446,2014,2014,,2015/11/26,to-read,to-read (#188),to-read,,,,,,,0,,,,,
20518872,The Three-Body Problem,Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,3.98,Tor Books,Hardcover,400,2014,2008,,2015/11/26,to-read,to-read (#187),to-read,,,,,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""0060512806""","=""9780060512804""",0,4.24,Avon,Paperback,1139,2002,1999,,2015/10/25,to-read,to-read (#186),to-read,,,,,,,0,,,,,
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,4.32,HarperVoyager,Hardcover,,,,,2015/10/25,to-read,to-read (#185),to-read,,,,,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.28,Bantam,Kindle Edition,1125,2011,2011,,2015/10/25,to-read,to-read (#184),to-read,,,,,,,0,,,,,
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",0,4.07,Bantam,Mass Market Paperback,1060,2006,2005,,2015/10/25,to-read,to-read (#183),to-read,,,,,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",0,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2015/10/25,to-read,to-read (#182),to-read,,,,,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",0,4.39,Bantam,Paperback,761,2002,1998,,2015/10/25,to-read,to-read (#181),to-read,,,,,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.25,Harvill Secker,Paperback,443,2014,2011,,2015/10/21,to-read,to-read (#180),to-read,,,,,,,0,,,,,
23719408,Under the Udala Trees,Chinelo Okparanta,"Okparanta, Chinelo",,"=""0544003446""","=""9780544003446""",0,3.92,Houghton Mifflin Harcourt,Hardcover,328,2015,2015,,2015/08/31,to-read,to-read (#179),to-read,,,,,,,0,,,,,
125523,The Half Brother,Lars Saabye Christensen,"Christensen, Lars Saabye",Kenneth Steven,"=""1559707593""","=""9781559707596""",0,4.08,Arcade Publishing,Paperback,696,2005,2001,,2015/08/30,to-read,to-read (#178),to-read,,,,,,,0,,,,,
398323,Out Stealing Horses,Per Petterson,"Petterson, Per",Anne Born,"=""1555974708""","=""9781555974701""",0,3.78,Graywolf Press,Hardcover,258,2007,2003,,2015/08/30,to-read,to-read (#177),to-read,,,,,,,0,,,,,
430027,"Brother, I'm Dying",Edwidge Danticat,"Danticat, Edwidge",,"=""1400041155""","=""9781400041152""",0,4.06,Knopf,Hardcover,272,2007,2007,,2015/08/30,to-read,to-read (#176),to-read,,,,,,,0,,,,,
1617,"Night (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie",Marion Wiesel,"=""0374500010""","=""9780374500016""",0,4.27,Hill and Wang,Paperback,115,2006,1958,,2015/08/30,to-read,to-read (#175),to-read,,,,,,,0,,,,,
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.33,Vintage,Paperback,603,2001,1995,,2015/08/30,to-read,to-read (#174),to-read,,,,,,,0,,,,,
13320466,The Twelve Tribes of Hattie,Ayana Mathis,"Mathis, Ayana",,"=""0385350287""","=""9780385350280""",0,3.45,Knopf,Hardcover,243,2012,2012,,2015/08/30,to-read,to-read (#173),to-read,,,,,,,0,,,,,
